source,translation
"Channels to build up a large explosion. The longer you channel, the larger the area of effect and damage of the explosion. The explosion occurs after using another skill or after a short period without casting.",チャネリングにより大きな爆発を作り出す。長くチャネリングすることで爆発の範囲とダメージは増加する。この爆発は他のスキルを使用するか、短時間キャストを行わないことで起こる。
Channel to build destructive energy around you. Releasing the energy causes a devastating explosion that is larger and more intense the longer you Channel for.,チャネリングを行いプレイヤーの周囲に破壊的エネルギーを構築する。エネルギーを放つことで破壊的な爆発を起こし、チャネリングした時間が長いほど、爆発はより大きくより強力になる。
"Channel this skill to reserve more and more of your life, building up power in a marker on the ground under you. Release to deal physical damage in an area based on how much life you reserved. Cannot be cast by Totems.",このスキルをチャネリングするとより多くのライフがリザーブされるようになり、プレーヤーの下の地面のマーカーにパワーが貯まる。パワーを放出し、範囲にリザーブしたライフ量に応じてより大きな物理ダメージを与える。トーテムはキャストはできない。
"Targets an area and builds up stages in that area based on cast speed. It explodes every 3 stages, until it reaches a maximum of 15. As it gains more stages, the area gets smaller but the damage gets higher.",位置を指定し、キャストスピードに応じた速度でステージを獲得していく。最大値の15ステージに達するまで3ステージごとに爆発が起きる。獲得したステージが多くなるごとに範囲は狭くなるがダメージは増加する。
Targets an area and builds up a large explosion. The build-up speed is based on cast speed. The explosion occurs after it reaches 10 stacks.,位置を指定し、大爆発を作り出す。その準備スピードはキャストスピードに応じて決まる。爆発はステージが10スタックに達すると起きる。
"Creates markers at your location and a targeted location, which grow over time based on cast speed, then explode, dealing fire damage. Cannot be supported by Spell Cascade.",プレーヤーの位置と指定した位置にマーカーを作成する。マーカーはキャストスピードに応じた速度で時間とともに広がり、爆発し、火ダメージを与える。スペルカスケードでサポートすることができない。
"After a short preparation time, you attack repeatedly with a ranged weapon. These attacks have a small randomised spread. Only works with Bows and Wands. This skill cannot be Triggered.",短い準備時間の後、遠距離武器で繰り返し攻撃する。この攻撃はわずかにランダムなばらつきを持つ。使用するには弓またはワンドを装備する必要がある。このスキルはトリガーできない。
"Ready a volley of arrows or spears, Empowering your next Repeatable Bow or Projectile Spear Attack to Repeat multiple times. Consumes your Frenzy Charges on use to add additional repeats.",矢またはスピアの斉射を準備し、次に行う繰り返し可能な弓 または投射物スピアアタックを強化して複数回繰り返すようにする。使用時にフレンジーチャージを消費し、追加で繰り返し攻撃を行う。
"Summons a short-lived flaming skull that rushes at nearby enemies and attacks them rapidly. Enemies will not directly engage these spirits, and can pass through them.",一時的な炎の髑髏を召喚する。炎の髑髏は近くの敵に突進し繰り返し攻撃する。敵はこの亡霊を直接攻撃の対象とすることはなく、亡霊を通り抜けていく。
"Strikes enemies in front of you with a surge of flame. Burning enemies are dealt more damage. If you hit an ignited enemy, will create burning ground under them. Your damage modifiers don't apply to this burning ground.",炎の波動で前方の敵を攻撃する。燃焼状態の敵には与えるダメージが上昇する。発火している敵にヒットした場合、その敵の下に燃焼領域を生成する。ダメージのモッドは、燃焼領域には適用されない。
"Desecrates the ground, summoning corpses and dealing chaos damage to all enemies in the area. The corpses will be chosen from the monsters in the current area and any Spectres that have existed in this instance.",地面を穢して死体を召喚し、範囲内の全ての敵に混沌ダメージを与える。その死体は現在のエリアにいる敵とそのインスタンスに存在したことのあるスペクターから選ばれる。
"Impale a Skeleton on a bone spike to shield your Minions while the spike remains, reducing the amount of damage taken from Hits. Taking a Hit that deals damage above a certain threshold will cause that Minion's shield to absorb all damage from that Hit, then explode.  The bone spike is itself a Minion, and shields itself. If it dies, shields on your other Minions disappear.",骨のスパイクでスケルトンを串刺しにしミニオンにシールドを付与し、スパイクが残っている間ヒットから受けるダメージ量を減少させる。一定の閾値を超えるダメージを与えるヒットを受けると、ミニオンのシールドがそのヒットから受けるダメージを全て吸収し、その後爆発する。骨のスパイク自体もミニオンで、自らをシールドで防御する。もし、スパイクが死亡した場合、他のミニオンのシールドは消滅する。
"Icicles emerge from the ground in a series of small bursts, each damaging enemies caught in the area.",氷柱が連続して地面から出現し、それぞれ範囲内の敵にダメージを与える。
"Lightning crackles in a series of small bursts, each damaging enemies caught in the area.",稲妻が連続して小爆発を起こす。各爆発で範囲内の敵にそれぞれダメージを与える。
"Infuses your melee weapon with molten energies to attack with physical and fire damage. This attack causes balls of molten magma to launch forth from the enemies you hit, divided amongst all enemies hit by the strike. These will deal area attack damage to enemies where they land.",近接武器に高温のマグマエネルギーを注入し、物理ダメージと火ダメージで攻撃する。溶けたマグマの玉がヒットした敵から前方に放たれ、分散して触れた敵全てにダメージを与える。この玉は着弾地点にいる敵に範囲アタックダメージを与える。
Infuses your melee weapon with molten energies to attack with physical and fire damage. This attack causes balls of molten magma to launch forth causing area attack damage to enemies where they land.,近接武器に高温のマグマエネルギーを注入し、物理ダメージと火ダメージで攻撃する。溶けたマグマの玉がヒットした敵から前方に放たれ、着弾地点にいる敵に範囲アタックダメージを与える。
"Fire a skyward shot that whips up a Tornado where it lands, dealing Physical damage over time and Hindering enemies standing in it. Arrows, thrown Spears and Crossbow bolts fired at the Tornado are sucked into it, causing the Tornado to spit out a ring of copied Projectiles. Copied Projectiles cannot be copied again, even by further Tornados.",空に向かって放ち、着弾した場所に竜巻を引き起こし、物理継続ダメージを与え、その中に立っている敵を阻害する。プレイヤーが竜巻に向かって放ったスピアまたはクロスボウのボルトは竜巻に吸い込まれ、トルネードはそれと一致する投射物のコピーのノヴァを放つ。コピーされた投射物は、さらにトルネードによって再びコピーされることはない。
"While active, enemies you sufficiently Overkill with non-Herald Attacks will cause an explosion that Ignites nearby enemies based on the Overkill damage dealt.",アクティブ中、ヘラルド以外のアタックでオーバーキルダメージを与えた敵は爆発し、与えたオーバーキルダメージに応じて近くの敵を発火させる。
"While active, Shattering an enemy with a non-Herald Attack Hit will cause an icy explosion that deals Attack damage to surrounding enemies.",アクティブ中、ヘラルド以外のアタックのヒットで敵を粉砕すると氷の爆発を起こし、周囲の敵にアタックダメージを与える。
"While active, killing Shocked enemies with a non-Herald Attack Hit will cause subsequent Attack Hits to release lightning bolts which dealAttack damage to all surrounding enemies.",アクティブな間、感電状態の敵をヘラルド以外のアタックヒットでキルすると、次に行うアタックヒットが稲妻を放ち、周囲の敵にアタックダメージを与えるようになる。
"Grants a buff which lets you deal more physical damage. When you kill an enemy while you have this buff, this skill will summon a Sentinel of Purity, or refresh the duration and life of an existing one instead if you have the maximum number of them. The Sentinels of Purity have a single-target melee attack and an area melee attack.",物理ダメージを上昇させるバフを付与する。このバフの効果中に敵を倒すと、このスキルにより浄化のセンチネルが召喚される。すでに最大数まで召喚している場合には既存のセンチネルの持続時間とライフを更新する。浄化のセンチネルは単体の敵への近接攻撃と近接範囲攻撃を行う。
Create an area of Consecrated Ground around you.,プレイヤーの周囲に神聖領域を生成する。
"Creates an area of Consecrated Ground, providing life regeneration and reducing the effect of curses for you and allies who stand in it.",神聖領域を作り、その上の使用者とその仲間にライフ自動回復および呪い効果減少を付与する。
"DNT-UNUSED While you channel this skill, it releases pulses of electrical energy, dealing lightning damage in a semicircular area in front of you.",このスキルをチャネリングすると、電気エネルギーのパルスが放たれ、前方の半円状の範囲に雷ダメージを与える。
Generic monster mortar skill. Like Monster Projectile but has an impact effect.,一般的なモンスターの炸裂スキル。モンスターが放つ投射物に似ているが、衝撃効果を持つ。
"Fires a projectile from a Wand that causes a series of small explosions surrounding its point of impact, each damaging enemies caught in the area.",ワンドから投射物を放ち、着弾地点の周囲に小さな爆発を連続して引き起こす。各爆発は範囲内の敵にそれぞれダメージを与える。
Summons a Chaos Golem that grants you Physical Damage Reduction. The Chaos Golem can use a damage over time Chaos aura and a cascade of Chaos spikes in addition to its melee attack.,召喚者に物理ダメージ軽減を付与するカオスゴーレムを召喚する。カオスゴーレムは近接攻撃のほか、混沌継続ダメージを与えるオーラとカオススパイクのカスケード攻撃を行う。
Summons an Ice Golem that grants you increased Critical Strike Chance and Accuracy. The Ice Golem can use an icy barrage spell and a chilling spinning dash in addition to its melee attack.,召喚者のクリティカル率と命中率の増加させるアイスゴーレムを召喚する。アイスゴーレムは近接攻撃のほか、氷の弾幕スペルと冷却回転ダッシュをおこなう。
"Summons a Flame Golem that grants you increased Damage. The Flame Golem can use a fire spray, a wave of fire damage, and an explosive arcing projectile.",召喚者のダメージを増加させるフレイムゴーレムを召喚する。フレイムゴーレムは火の噴射攻撃、火ダメージの波動攻撃、弧を描く爆発性の投射物による攻撃を使用する。
"Slam the ground, damaging enemies in an area around the impact in three stages. Enemies take slightly less damage on the second and third stage.",地面にスラムを行い、その範囲内の敵に3ステージにわたる衝撃でダメージを与える。2ステージ目と3ステージ目のダメージはダメージ量が少し低下する。
Unleash a Nova of Lightning damage to Electrocute enemies. Enemies close to you take no damage while enemies at the edge of the ring take significantly more damage. Enemies Hit can be Electrocuted by all Lightning damage for a short duration.,雷ダメージのノヴァを放ち、敵を麻痺状態にする。プレイヤーの近くにいる敵はダメージを全く受けないが、リングの端にいる敵は受けるダメージが大幅に上昇する。ヒットを受けた敵は短い間、全ての雷ダメージにより麻痺を受けるようになる。
"Teleport to a location, damaging enemies and leaving a trail of burning ground in your wake. Shares a cooldown with other Blink skills.",指定位置にテレポートし、通り道上の敵にダメージを与え燃焼領域を残す。他のブリンクスキルとクールダウンを共有する。
"Attacks enemies with a powerful melee strike which grants Fortification, reducing damage you take from hits. The cooldown can be bypassed by expending an Endurance Charge.",敵に強力な近接ストライクでアタックを行い、そのアタックは堅牢化を付与し、プレイヤーがヒットから受けるダメージを減少させる。エンデュランスチャージを使用することでクールダウンをバイパスできる。
"Attack enemies with increased range, releasing icy blades from the first enemy hit which fly at other enemies.",広い近接ストライク距離を持つアタックを敵に行い、最初に命中した敵から他の敵に向かって氷の刃を飛ばす。
"Jump into the air, damaging enemies (and knocking back some) with your weapon where you land. Enemies you would land on are pushed out of the way.",空中に舞い上がり、着地地点の敵にダメージを与える(ノックバックすることもある)。敵の真上に着地した場合はその敵はその位置から押し出される。
"Shapeshift into a Wyvern and lob a ball of magma that deals area damage as it hits the ground. The skillChains, bouncing forward to deal damage multiple times. Impacts on Molten Fissures or Volcanos will activate them as though they were Slammed.",ワイバーンにシェープシフトし、マグマの玉を放ち、地面に当たった時に範囲ダメージを与える。スキルは連鎖し、前方へ跳ねながら複数回ダメージを与える。マグマの亀裂またはボルケーノの上に当たるとそれらをスラムを行ったかのようにアクティベートする。
"Lob a fiery orb that deals area damage as it hits the ground. The skill Chains, bouncing forward to deal damage multiple times. The number of  Chains is refreshed when passing through a Flame Wall.",火球を放ち、着弾時に範囲ダメージを与える。スキルは連鎖し、前方へ跳ねながら複数回ダメージを与える。フレイムウォールを通過すると、連鎖の回数がリフレッシュされる。
"Curses all targets in an area, causing them to be debilitated when they hit enemies and increasing damage they take while on low life.",範囲内の全ての敵を呪い、その敵がヒットを行った際に弱体化のデバフを与え、低ライフ状態の時に受けるダメージを増加させる。
"Immediately encases you in ice, protecting you for a duration or until you take damage from a number of hits, and also grants a buff once the cast time has finished. You cannot move or perform non-instant actions while in the ice. When the ice breaks, the buff is also removed.",即座にプレイヤーを氷で包み、持続時間の間または一定数のヒットによりダメージを受けるまでプレイヤーを防御する。またキャストタイムが終わるとバフを付与する。氷の中にいる時は、移動と即時でないアクションを行うことはできない。氷が破壊されると、バフもまた取り除かれる。
"Your melee weapon strikes enemies, converting physical damage to a random element. Then, depending on the element chosen, it releases a fiery explosion, an arcing bolt of lightning, or an icy wave. It will avoid choosing the same element twice in a row.",近接武器で敵を攻撃し、物理ダメージをランダムな元素ダメージに変換する。変換された元素ダメージに応じて、炎の爆発、稲妻の放電または氷の波動のいずれかを放つ。このスキルは同じ元素が2回連続して選ばれることはない。
"Like monster mortar skill, but leaves a ground effect on impact.",モンスターの炸裂スキルに似ているが、着弾時に地面効果を作成する。
"Ethereal weapons rain from the sky, dealing damage to enemies in a sequence of volleys, each wider but less damaging than the last. Enemies can be hit multiple times where these overlap.",空からエーテルの刃が雨のように飛来し、刃が何列にも連なって敵にダメージを与える。刃の列は広がる代わりに与えるダメージが低下する。刃の列が重なると敵は複数回のヒットを受けることがある。
"Create a pulsing Orb of frost. Each pulse inflicts Elemental Exposure on nearby enemies. When the Orb's duration ends, it Detonates, dealing Cold damage to surrounding enemies and leaving behind a Cold Infusion.",パルスを放つ霜のオーブを生成する。それぞれのパルスは近くの敵に元素の曝露も付与する。オーブの持続時間が終わると、オーブは爆発し、周囲の敵に冷気ダメージを与え、コールドインフュージョンを残す。
"Manifests a Dancing Dervish to fight by your side. While manifested, you have Onslaught and cannot use the original item. Cannot be supported by supports that would create other minions.",ダルヴィーシュの舞を出現させ味方として戦わせる。ダルヴィーシュの舞顕現中、使用者は猛攻状態となり、武器を使用することができない。他のミニオンを生成させるサポートジェムによりサポートすることができない。
"Manifests two Dancing Dervishes to fight by your side. While a Dancing Dervish is manifested, you have Onslaught and cannot use the original item. Cannot be supported by supports that would create other minions.",ダルヴィーシュの舞2体を出現させ味方として戦わせる。ダルヴィーシュの舞出現中、使用者は猛攻状態となり、武器を使用することができない。他のミニオンを召喚させるサポートジェムによりサポートすることができない。
Create an Orb of electricity that fires Chaining Lightning bolts at nearby enemies. The Orb leaves behind a Lightning Infusion Remnant when it expires.,近くの敵に連鎖する稲妻を放つ電気のオーブを生成する。効果が切れると、ライトニングインフュージョンのレムナントを生成する。
"Summons a Stone Golem that grants you life regeneration. In addition to its melee attack, the Stone Golem uses a rolling charge and a powerful slam that can taunt enemies.",召喚者にライフ自動回復を付与するストーンゴーレムを召喚する。ストーンゴーレムは近接攻撃に加え、回転しながらの突撃攻撃と敵を挑発する強力なスラム攻撃を行う。
"Smash the ground, dealing damage in an area and leaving behind Jagged Ground that slows enemies. The Jagged Ground erupts in a powerful Aftershock after a duration. Cannot create Jagged Ground on top of an existing patch, or if you already have the maximum number of active patches.",地面を叩きつけ、範囲ダメージを与えるとともに地面に敵を減速するギザギザ領域を生成する。このギザギザ領域は持続時間の後に強力な余震を起こして噴出する。既存のギザギザ領域の上にギザギザ領域を生成することはできず、ギザギザ領域の斑点の数が最大数を越えている場合も生成することはできない。
"DNT-UNUSED Smashes the ground, dealing damage in an area and cracking the earth. The crack will erupt in a powerful aftershock after a short duration. After using this skill, your steps will deal damage around you, cracking the earth if the previous cracks have erupted. This effect ends after a secondary duration, or after a maximum number of aftershocks.",地面を叩きつけ、範囲ダメージを与えるとともに地面に亀裂を入れる。この亀裂は短い持続時間の後に強力な余震を起こして爆発する。このスキルを使用した後にプレーヤーが移動すると、地面に亀裂を入れてプレーヤーの周囲に範囲ダメージを与える。直前に作った亀裂が爆破していなければ新たな亀裂の爆破は起きない。この効果は短い副次的持続時間の後か余震の最大発生数に達した後に終了する。
"Afflict a single enemy with a Debuff that deals Chaos damage over time. If the enemy dies while affected by Contagion, it spreads itself, Curses, and other Chaos damage over time Debuffs on the target to nearby enemies. This refreshes their durations. Reanimating or detonating a corpse affected by Contagion will cause the Minion or explosion to spread Contagion on hit.",1体の敵に混沌継続ダメージを与えるデバフを付与する。敵がコンテージョンの影響下で死亡した場合、コンテージョン、呪いおよび他の全ての混沌継続ダメージのデバフは近くの敵に伝染し、その持続時間を更新する。コンテージョンの影響下の死体を再び蘇生するか爆破すると、そのミニオンまたは爆破はヒット時にコンテージョンを伝染させる。
"Casts a debilitating effect on enemies in an area, Hindering their movement and applying a stacking Withered debuff that increases the Chaos Damage they take. This effect can stack up to 15 times.",範囲内の敵に衰弱効果を与える。移動を遅くする阻害のデバフと、対象の受ける混沌ダメージを増加させるスタック可能な衰弱のデバフを付与する。衰弱のデバフは15スタックまで同時に付与することができる。
Channel a debilitating hex that Withers enemies in the area.,弱体化の呪術をチャネリングし、範囲内の敵を衰弱させる。
Fire a Projectile that applies a powerful Chaos damage over time debuff to enemies it hits.,ヒットすると強力な混沌継続ダメージを与えるデバフを付与する投射物を放つ。
"Slams the ground with a Mace, Sceptre, Axe or Staff, creating a wave of broken ground that damages enemies in an area in front of you. Enemies hit by the wave will release a circular shockwave, dealing damage to other enemies around them.",メイス、セプター、斧またはスタッフにより地面を叩きつけ隆起のうねりを作り、前方の範囲内の敵にダメージを与える。その攻撃を受けた敵は円状に衝撃波を放ち、周囲の敵にダメージを与える。
"Slam the ground, creating a roiling fissure that damages enemies in a sequence of areas in front of you. A number of enemies hit by the wave will release a shockwave, damaging other enemies. Hitting an enemy with Fully Broken Armour applies Sundered Armour, making it take additional increased Physical damage.",地面にスラムを行い、ゆっくりとした亀裂のうねりを作り、前方の範囲の敵にダメージを与える。その波動を受けた多数の敵は衝撃波を放ち、周囲の他の敵にダメージを与える。完全アーマー破壊状態の敵にヒットを与えるとその敵はアーマー寸断を付与され、受ける物理ダメージが増加する。
Fire a slow-moving Piercing Projectile that is effective at Chilling enemies and explodes on colliding with terrain.,敵を貫通するゆっくりと動く投射物を放つ。効果的に敵を冷却し、地形と衝突した時に爆発する。
"An icy blast explodes around the caster, dealing cold damage to enemies, and leaving behind a whirling vortex which deals cold damage over time and chills enemies caught in it. If the caster targets near their Frostbolt projectiles, it will explode from a number of those projectiles instead, destroying them.",使用者の周りに氷の爆発が起こり、敵に冷気ダメージを与え、渦を残す。その渦は敵に冷気の継続ダメージを与え、敵を冷却状態にする。使用者がフロストボルトの近くを対象とすると、爆発はその投射物の元で起こり、投射物は破壊される。
"DNT-UNUSED Apply a debuff to enemies in front of you which deals chaos damage over time. Enemies who aren't already debuffed by Blight are also hindered for a shorter secondary duration, slowing their movement. Continued channelling adds layers of damage to the debuff, each with their own duration.",目の前の敵に混沌継続ダメージを与えるデバフを付与する。ブライトのデバフを受けていない敵は短い副次的持続時間阻害のデバフを受け、移動スピードが遅くなる。チャネリングをし続けると、デバフのスタックが新たに追加される。スタックごとにそれぞれの持続時間を持つ。
"DNT-UNUSED Apply a powerful debuff to enemies around you which deals chaos damage over time. Then applies two additional layers in a larger area, growing greatly in size each time. Enemies are also substantially hindered for a shorter secondary duration, slowing their movement.",周囲の敵に混沌継続ダメージを与える強力なデバフを付与する。その後、広範囲に2スタックのデバフを追加で付与し、それぞれ付与するたびに効果範囲が広くなっていく。敵はまた副次的持続時間阻害のデバフも受け、ムーブメントスピードが遅くなる。
"DNT-UNUSED Repeatedly hit enemies in a circle in front of you while channelling, dealing damage to and around the enemy. The damage is continually boosted while channelling. You unleash an additional hit for each stage reached once the channelling ends.",チャネリング中、前方にいる敵を攻撃し、その敵とその周囲の敵にダメージを与える。チャネリング中ダメージはブーストされ続ける。チャネリングを終えると獲得したステージごとに追加の攻撃を放つ。
"DNT-UNUSED Channel to create an expanding circle area around you that blinds enemies within it. When you stop channelling, deals damage in a smaller area around each enemy in the circle.",チャネリングにより自身の周囲に拡大する円形の領域を作り、その中にいる敵に盲目を付与する。チャネリングを止めた時に、領域内にいる敵の周囲に小さな範囲にダメージを与える。
"Summons a Lightning Golem that grants you increased Attack and Cast speed. The Lightning Golem fires a projectile spell, creates orbs of Lightning that zap nearby enemies, and casts a temporary aura that grants added Lightning Damage to spells and attacks used by the Golem and its nearby allies.",召喚者のアタックスピードとキャストスピードを増加させるライトニングゴーレムを召喚する。ライトニングゴーレムは投射物を放つスペル攻撃と、周囲の敵全てにダメージを与える雷のオーブによる攻撃を行い、ゴーレム自らと近くの仲間のスペルとアタックに雷ダメージを追加する一時的オーラを纏う。
"Slashes twice, releasing waves of force that damage enemies they hit. Enemies in the middle of the slashes can be hit by both. The slashes will have a chance to inflict bleeding in Blood Stance, or have a wider angle in Sand Stance. Can be used with Axes and Swords. You are in Blood Stance by default.",2度斬りつけ、ヒットした敵にダメージを与える力の波動を放つ。両方の波動の中間にいる敵は両方から攻撃を受ける。ブラッドスタンスでは斬りつけにより出血のデバフを与える確率が上がり、サンドスタンスでは斬りつけの角度が広くなる。使用するには剣または斧を装備する必要がある。初期状態ではブラッドスタンスである。
"Sacrifice the life of a Minion to deal Chaos damage in an area around it. If you have no Minions, your own life is sacrificed instead.",復活するミニオンのライフを犠牲にし、その周囲のエリアに混沌ダメージを与える。ミニオンがいない場合、代わりにプレイヤー自身のライフを犠牲にする。
Sacrifice some of a damageable Minion's life to deal Physical damage in an area around it.,ダメージを受けることができるミニオンのライフの一部を捧げ、その周囲の範囲に物理ダメージを与える。
"Unleash a beam of fire that burns enemies it touches. Remaining in the beam intensifies the burning, adding a portion of the beam's damage in stages. Inflicts Fire Exposure at maximum stages. Enemies who leave the beam continue to burn for a duration. Increasing cast speed also increases the rate at which the beam can turn.",触れた敵を燃やす炎のビームを放つ。敵がビームの中に留まると燃焼の威力が増し、ステージごとにビームのダメージの一部が追加される。最大ステージに達すると曝露(火)を付与する。ビームから離れた敵も持続時間中は燃焼を続ける。キャストスピードを増加させるとビームの方向を変える速度を増加させることができる。
"An ethereal blade spins around you for a duration, repeatedly damaging enemies that it passes through.",持続時間中、エーテルの刃が使用者の周囲を回転し、触れた敵に繰り返しダメージを与える。
"A bolt of lightning strikes an area, dealing lightning damage.",雷が落ち、雷ダメージを与える。
"Raise two spectral spiders from each nearby corpse that will attack your enemies with Viper Strike. Each raised spider grants you increased Attack Speed and increased Damage with Poison. Enemies will not engage the spiders directly, and they are immune to damage.",近くの死体それぞれを2体の幽体のスパイダーとして蘇生し、敵をヴァイパーストライクで攻撃させる。召喚されたスパイダーの数ごとに召喚者にはアタックスピードと、毒ダメージの増加が付与される。敵はスパイダーを直接の攻撃対象とすることはなく、スパイダーは全てのダメージに完全無効化を持つ。
Activate to summon Reviving Skeletal Warriors.,アクティベートすることで、復活するスケルトンウォーリアーを召喚する。
"Activate to summon aggressive, Reviving Skeletal Reavers that can enrage on Command. Skeletal Reavers do more Attack Damage and gain increased Attack speed based on their Rage",アクティベートすることで、攻撃的で復活するスケルトンリーバーを召喚する。コマンドすることで激怒させることができる。スケルトンリーバーはそれが持つ憤怒の基づいてアタックダメージが上昇し、アタックスピード増加を獲得する。
"Activate to summon hard-hitting, Reviving Skeletal Brutes that can Stun Primed enemies and Warcry on Command. This Warcry Intimidates nearby enemies and Consumes Freeze on enemies and allies to deal damage in an Area around them.",アクティベートすることで、強打を行い復活するスケルトンブルートを召喚する。スタン寸前の敵をスタン状態にすることができ、コマンドするとウォークライを行わせることができる。このウォークライは、近くの敵を威嚇し、近くの敵および味方の凍結を消費し、範囲内にダメージを与える。
"Activate to summon long-ranged, Reviving Skeletal Snipers that can fire a gas arrow on Command.",アクティベートすることで、遠距離攻撃を行う復活するスケルトンスナイパーを召喚する。コマンドすることでガスアローを発射させることができる。
Activate to summon Reviving Skeletal Frost Mages that can envelop your Minions in an icy shield on Command.,アクティベートすることで、復活するスケルトンフロストメイジを召喚する。コマンドすることでミニオンを氷のシールドに包むことができる。
Activate to summon Reviving Skeletal Storm Mages that can call down a lightning strike on dead Skeletons on Command.,アクティベートすることで、復活するスケルトンストームメイジを召喚する。コマンドすることで死亡したスケルトンの位置に雷を降らせることができる。
"Activate to summon bomb-throwing, Reviving Skeletal Arsonists that can detonate other Minions on Command.",アクティベートすることで、爆弾を投げる復活するスケルトンアーソニストを召喚する。コマンドすることで他のミニオンを爆発させることができる。
Activate to summon Reviving Skeletal Clerics that heal other minions and revive fallen Skeletons.,アクティベートすることで、他のミニオンを回復し死亡したスケルトンを復活させる復活するスケルトンクレリックを召喚する
"Summons an ancient Reviving Azmerian Wolf that can howl, calling to spirits convening an Eternal Hunt on Command. It Maims when attacking foes, and can lunge to bite and inflict Bleeding, or howl to inspire nearby allies.",古代の復活するアズメリのオオカミを召喚し、咆哮させ、
"Summons a mysterious undamageable Mist Raven that can be Commanded to dive at target location, crashing through an otherworldly mirror and damaging enemies in an area. The raven grants you a Frenzy Charge for each enemy it Culls.",ダメージを受けることがない神秘的なミストレイヴンを召喚し、コマンドすることで対象とした位置に飛び込ませ、異世界の鏡を割ることで範囲内の敵にダメージを与える。レイヴンはカリングした敵1体ごとにフレンジーチャージを1個プレイヤーに付与する。
"A flock of mist ravens circle you, dealing damage over time in an area. Their numbers are bolstered by slain foes, or in the Presence of dangerous enemies, but the flock as a whole is considered a single minion. You can Command some of them to take flight, leaving the flock to assail your enemies.",プレイヤーの周囲を霧のレイヴンの群れが飛び回り、その領域内の敵に継続ダメージを与える。敵を倒す、または危険な敵の存在下にいることでその群れの数を増やせるが、群れ全体は1体のミニオンとして見なされる。コマンドすることで群れから離れて、敵に向かって飛ばせ襲わせることができる。
"DNT-UNUSED Channel to project an illusion which you steer. You gain stages while it moves, until it stops at a maximum total distance. Waves of area damage frequently pulse along its path, based on your attack speed. Stop channelling to teleport to the illusion, dealing a final wave of damage.",チャネリングをして操作できる幻影を投影する。幻影が動いて最大距離に到達するまでの間、ステージを獲得する。使用者のアタックスピードに応じた頻度で幻影の通り道に範囲ダメージのパルスが発生する。チャネリングをやめると、幻影の位置に使用者がテレポートし最後にダメージの波動を与える。
Covers the target in Corrupted Blood which damages them.,対象を穢れた血で覆い、ダメージを与える。
Covers the target in large quantities of Corrupted Blood which severely damages them.,対象を複数スタックの穢れた血で覆い、ダメージを与える。
"Inflicts Decay on the target, dealing Chaos Damage over time.",対象にディケイ、混沌継続ダメージを与えるデバフを付与する。
Consume a Corpse to create a volatile core that seeks out enemies and Ignites enemies near it. The core explodes at the end of its duration.,死体を消費し、敵を索敵して発火させるボラタイルコアを生成する。コアは持続時間が終わると爆発する。
"A corpse near the targeted location explodes, dealing damage in a small area and creating an orb which moves towards nearby enemies before dealing spell damage in a larger area. The explosion of the corpse is not affected by modifiers to spell damage, and cannot be reflected.",指定した地点の周囲の死体一体が爆発し、狭い範囲にダメージを与え、敵に向かって移動してから広い範囲にスペルダメージを与えるオーブを生成する。死体爆破のダメージはスペルダメージのモッドによって影響されず、反射されることもない。
"A targeted corpse explodes, dealing area damage and turning into a volcanic geyser, which will repeatedly unleash exploding projectiles sequentially over the surrounding area for a duration. The explosion of the corpse is not affected by modifiers to spell damage, and cannot be reflected.",指定した死体を爆発させ範囲ダメージを与え、火山の噴出口に変化させる。持続時間中、噴出口から爆発する投射物が周囲に繰り返し連続して放出される。死体爆破のダメージはスペルダメージの修正値によって影響されず、反射されることもない。
"Slam the ground, unleashing a fiery fissure in front of you, dealing area damage and randomly releasing a number of smaller fissures branching off from it. Consume an Endurance Charge every third time you slam the ground with this skill.",地面にスラムを行い、燃え盛る亀裂を前方に作り、範囲ダメージを与える。さらにその亀裂から多数の小さな亀裂のランダムな枝分かれが生じる。このスキルで地面を3回叩きつけるごとにエンデュランスチャージを消費する。
"Curse all targets in an area after a short delay, lowering their Chaos Resistance.",少し遅れて範囲内の全ての敵に呪いをかけ、混沌耐性を下げる。
"Creates a Petrification Statue in front of you, which will slow enemies with its gaze, until they become fully petrified.",前方に石化の彫像を作成する。その視線を受けた敵は減速し、その後完全に石化する。
"Creates an Eternity Sphere at your location, which reduces the Action Speed of enemies within it. The amount of Action Speed reduction applied by the sphere decreases to zero over its duration.",エタニティースフィアをプレーヤーの場所に作成する。スフィアは内側にいる敵のアクションスピードを減少させる。スフィアが与えるアクションスピード減少効果の大きさは時間経過とともにゼロまで減っていく。
"Launches an unpredictable, piercing twister projectile that moves randomly for a duration, repeatedly dealing damage to enemies it intersects.",持続時間中ランダムな動きを行い、敵を貫通する予測不能な竜巻を放つ。竜巻は触れた敵に繰り返しダメージを与える。
"Throws a trap which, once triggered, repeatedly releases a number of waves for a duration. Each wave deals damage in a series of small bursts in a line, ending with a larger burst. Modifiers to trap throwing speed affects how frequently it releases waves.",作動すると持続時間中、繰り返し衝撃波を放つトラップを投げる。小さな衝撃波が連続して放たれ、最後により大きな衝撃波が放たれダメージを与える。トラップ投擲スピードの修正値は衝撃波の発生頻度に影響する。
