source,translation
Leather Bracers,革の小手
Studded Bracers,鋲付き革の小手
Runed Bracers,ルーン文字の小手
Steel Bracers,鋼鉄の小手
Crude Sensing Charm,粗雑な感応のお守り
Fine Sensing Charm,優れた感応のお守り
Polished Sensing Charm,光沢のある感応のお守り
Thaumaturgical Sensing Charm,魔術の感応のお守り
Voltaxic Flashpowder,ボルタキシック爆薬
Trarthan Flashpowder,タラーサン爆薬
Azurite Flashpowder,アズライトの爆薬
Thaumetic Flashpowder,魔術の爆薬
Crude Ward,粗雑な魔除け
Lustrous Ward,光沢の魔除け
Shining Ward,輝きの魔除け
Thaumaturgical Ward,魔術の魔除け
Essential Keyring,基礎的なキーリング
Versatile Keyring,多様なキーリング
Skeleton Keyring,スケルトンキーリング
Grandmaster Keyring,グランドマスターキーリング
Eelskin Sole,鰻皮の靴底
Foxhide Sole,狐皮の靴底
Winged Sole,羽付きの靴底
Silkweave Sole,シルク編みの靴底
Basic Disguise Kit,基本変装道具
Theatre Disguise Kit,劇場の変装道具
Espionage Disguise Kit,スパイの変装道具
Regicide Disguise Kit,国王殺しの変装道具
Steel Drill,鋼鉄のドリル
Flanged Drill,羽根付きのドリル
Sulphur Blowtorch,サルファーのガスバーナー
Thaumetic Blowtorch,魔術のガスバーナー
Rough Sharpening Stone,粗雑な研ぎ石
Standard Sharpening Stone,標準的な研ぎ石
Fine Sharpening Stone,優れた研ぎ石
Obsidian Sharpening Stone,オブシディアンの研ぎ石
Flanged Arrowhead,羽根付きの矢じり
Fragmenting Arrowhead,分裂の矢じり
Hollowpoint Arrowhead,ホローポイントの矢じり
Precise Arrowhead,精密な矢じり
Focal Stone,集中の秘石
Conduit Line,伝導の数珠
Aggregator Charm,集積のお守り
Burst Band,爆発の環
Urn of Farud,ファルードの骨壷
Box of Tripyxis,三角形の薬箱
Incense of Keth,ケスのお香
Crest of Ezomyr,エゾミヤの紋章
Ez Myrae Tome,ミレイの聖典
Hand of Arimor,アリモルの腕
Abberathine Horns,アバラスの角
Admiral Proclar's Pipe,プロクラール提督のパイプ
Alchemical Chalice,錬金術の杯
Ogham Candelabra,オガムの燭台
Tusked Hominid Skull,牙を持つヒト科の頭蓋骨
Celestial Stone,天からの石
Urn of the Original Ashes,始祖の灰が入った骨壷
Heart Coil,コイルでできた機械の心臓
Enigmatic Assembly A4,謎の装置の部品 A4
Enigmatic Assembly B2,謎の装置の部品 B2
Enigmatic Assembly C5,謎の装置の部品 C5
Enigmatic Assembly D1,謎の装置の部品 D1
Mirror of Teklatipitzi,テクラティピティの鏡
Bust of Emperor Caspiro,皇帝カスピロの胸像
Golden Hetzapal Idol,ヘツァパルの黄金の像
Flask of Welakath,ウェラカスのフラスコ
Forbidden Lamp,禁じられしランプ
The Goddess of Water,水の女神が描かれた石版
The Golden Ibis,トキの黄金像
Impossible Crystal,存在しえないはずのクリスタル
Living Ice,命をもつ氷
Seal of Lunaris,ルナリスの印章
Golden Matatl Idol,マタトルの黄金像
The Sea Pearl Heirloom,家宝の真珠
Seal of Solaris,ソラリスの印章
Golden Napuatzi Idol,ナプアティの黄金像
Essence Burner,エキス蒸留装置
Ancient Seal,太古の印章
Blood of Innocence,イノセンスの血
Dekhara's Resolve,デカーラの決意
Orbala's Fifth Adventure,オルバラ5度目の冒険が描かれた石版
Staff of the First Sin Eater,シンイーター始祖のスタッフ
Sword of the Inverse Relic,時間が反転した剣の遺物
Golden Slave Idol,奴隷の黄金像
Golden Xoplotli Idol,ゾプロトリィの黄金像
Ceremonial Goblet,儀式用のゴブレット
Crested Golden Idol,羽飾りのついた黄金像
Golden Ceremonial Mask,儀式用の黄金マスク
Golden Prayer Idol,祈りを捧げる者の黄金像
Golden Grotesque,奇怪な黄金像
Golden Sacrificial Glyph,生贄を表した黄金の象形文字
Karst's Lockpicks,カーストのロックピック
"""The Kiss Goodnight""",「おやすみのキス」
Poisoned Lockpick,毒を塗られたロックピック
Census Records,人口調査の記録
Tibbs' Wealth,ティブスの財宝
Blackguard Personnel Files,ブラックガードの人事ファイル
Enoch's Tags,イーノックのタグ
Alchemical Supplies,錬金術の材料
Fumarole Tar,火山性タール
"""The Nameless Play""",「名前の無い戯曲」
Templar Uniforms,テンプラーの制服
Merveil's Wedding Dress,マーヴェイルのウェディングドレス
Tullina's Engagement Ring,トゥリナの婚約指輪
The Thought Extractor,思考抽出装置
Viridi's Finger,ヴィリディの指
The Book of Jamanra,ジャマンラの本
"Jamanra, the Legendary Warrior",伝説の戦士、ジャマンラ
Pile of Inexplicable Junk,不可解なガラクタ
Baffling Blueprints,不可解な設計図
The Unbreakable,破壊しえない機械
Solerai's Spear,ソレライの槍
Nashta's War Journal,ナシュタの戦記
Confront Nashta,ナシュタに立ち向かえ
Hapihapi's Charm,ハピハピのお守り
Slaver's Records,奴隷商人の記録
The Blood Idol,血のついた像
Admiral Darnaw's Papers,ダルノー提督の書類
Fleet Orders,艦隊への命令書
Admiral Darnaw,ダルノー提督
"""O' Eternal""",「永遠の帝国よ」
Negotiate with the Client,依頼人と交渉せよ
Rescue Hana,ハナを救え
The Vox Twins,双子のヴォックス兄弟
Orb of Dominance,優性のオーブ
The Maven's Beacon,メイヴェンのビーコン
Flesh Compass,肉体のコンパス
Luminous Astrolabe,輝くアストロラーベ
Maven's Invitation: The Formed,メイヴェンの招待状: 形作られし者
Maven's Invitation: The Twisted,メイヴェンの招待状: 歪みし者
Maven's Invitation: The Forgotten,メイヴェンの招待状: 忘れ去られし者
Maven's Invitation: The Hidden,メイヴェンの招待状: 隠されし者
Maven's Invitation: The Feared,メイヴェンの招待状: 恐れられし者
Maven's Invitation: The Elderslayers,メイヴェンの招待状: エルダースレイヤー
Maven's Invitation: The Atlas,メイヴェンの招待状: アトラス
Maven's Invitation: Haewark Hamlet,メイヴェンの招待状: ヘイウォークの集落
Maven's Invitation: Tirn's End,メイヴェンの招待状: ティアーンの果て
Maven's Invitation: Lex Proxima,メイヴェンの招待状: レックス・プロキシマ
Maven's Invitation: Lex Ejoris,メイヴェンの招待状: レックス・イジョリス
Maven's Invitation: New Vastir,メイヴェンの招待状: ニューヴァスティア
Maven's Invitation: Glennach Cairns,メイヴェンの招待状: グレナックの石塚
Maven's Invitation: Valdo's Rest,メイヴェンの招待状: ヴァルドの安息
Maven's Invitation: Lira Arthain,メイヴェンの招待状: リラ・アルテイン
The Maven's Writ,メイヴェンの召喚状
Crescent Splinter,三日月の破片
Chromium Haewark Hamlet Watchstone,クロム製ヘイウォークの集落のウォッチストーン
Chromium Tirn's End Watchstone,クロム製ティアーンの果てのウォッチストーン
Chromium Lex Proxima Watchstone,クロム製レックス・プロキシマのウォッチストーン
Chromium Lex Ejoris Watchstone,クロム製レックス・イジョリスのウォッチストーン
Chromium New Vastir Watchstone,クロム製ニューヴァスティアのウォッチストーン
Chromium Glennach Cairns Watchstone,クロム製グレナックの石塚のウォッチストーン
Chromium Valdo's Rest Watchstone,クロム製ヴァルドの安息のウォッチストーン
Chromium Lira Arthain Watchstone,クロム製リラ・アルテインのウォッチストーン
Platinum Haewark Hamlet Watchstone,プラチナ製ヘイウォークの集落のウォッチストーン
Platinum Tirn's End Watchstone,プラチナ製ティアーンの果てのウォッチストーン
Platinum Lex Proxima Watchstone,プラチナ製レックス・プロキシマのウォッチストーン
Platinum Lex Ejoris Watchstone,プラチナ製レックス・イジョリスのウォッチストーン
Platinum New Vastir Watchstone,プラチナ製ニューヴァスティアのウォッチストーン
Platinum Glennach Cairns Watchstone,プラチナ製グレナックの石塚のウォッチストーン
Platinum Valdo's Rest Watchstone,プラチナ製ヴァルドの安息のウォッチストーン
Platinum Lira Arthain Watchstone,プラチナ製リラ・アルテインのウォッチストーン
Titanium Haewark Hamlet Watchstone,チタン製ヘイウォークの集落のウォッチストーン
Titanium Tirn's End Watchstone,チタン製ティアーンの果てのウォッチストーン
Titanium Lex Proxima Watchstone,チタン製レックス・プロキシマのウォッチストーン
Titanium Lex Ejoris Watchstone,チタン製レックス・イジョリスのウォッチストーン
Titanium New Vastir Watchstone,チタン製ニューヴァスティアのウォッチストーン
Titanium Glennach Cairns Watchstone,チタン製グレナックの石塚のウォッチストーン
Titanium Valdo's Rest Watchstone,チタン製ヴァルドの安息のウォッチストーン
Titanium Lira Arthain Watchstone,チタン製リラ・アルテインのウォッチストーン
Chronicle of Atzoatl,アッツォアトルの歴史書
Inscribed Ultimatum,アルティメイタムの刻印
Sacred Blossom,聖なる花
Expedition Logbook,エクスペディションログブック
Aldur's Saga,アルダーの叙事詩
Medved's Saga,メドヴェッドの叙事詩
Vorana's Saga,ヴォラナの叙事詩
Uhtred's Saga,ウートレッドの叙事詩
Olroth's Saga,オルロスの叙事詩
Enkindling Orb,濃縮のオーブ
Instilling Orb,注入のオーブ
Exotic Coinage,異国のコイン
Broken Circle Artifact,断たれた円環のアーティファクト
Black Scythe Artifact,黒い鎌のアーティファクト
Order Artifact,教団のアーティファクト
Sun Artifact,太陽のアーティファクト
Tainted Chromatic Orb,汚染された色彩のオーブ
Tainted Orb of Fusing,汚染された結合のオーブ
Tainted Jeweller's Orb,汚染された宝飾職人のオーブ
Tainted Chaos Orb,汚染された混沌のオーブ
Tainted Exalted Orb,汚染された高貴なオーブ
Tainted Mythic Orb,汚染された神話のオーブ
Tainted Armourer's Scrap,汚染された鎧鍛冶の端材
Tainted Blacksmith's Whetstone,汚染された鍛冶屋の砥石
Tainted Divine Teardrop,汚染された神の涙
Energy Blade,エナジーブレード
Eldritch Chaos Orb,エルドリッチの混沌のオーブ
Eldritch Exalted Orb,エルドリッチの高貴なオーブ
Eldritch Orb of Annulment,エルドリッチの消去のオーブ
Writhing Invitation,悶える招待状
Screaming Invitation,泣き叫ぶ招待状
Polaric Invitation,対極の招待状
Incandescent Invitation,白熱する招待状
Archnemesis Mod,アーチネメシスモッド
Singular Scouting Report,特異な偵察報告書
Otherworldly Scouting Report,異世界の偵察報告書
Comprehensive Scouting Report,広域偵察報告書
Vaal Scouting Report,ヴァール偵察報告書
Delirious Scouting Report,デリリウムの偵察報告書
Operative's Scouting Report,諜報員の偵察報告書
Blighted Scouting Report,ブライト偵察報告書
Influenced Scouting Report,インフルエンスの偵察報告書
Explorer's Scouting Report,探検家の偵察報告書
Oil Extractor,オイル抽出機
Urn Relic,壷のレリック
Amphora Relic,アンフォラのレリック
Vase Relic,瓶のレリック
Seal Relic,紋章のレリック
Coffer Relic,金庫のレリック
Tapestry Relic,タペストリーのレリック
Incense Relic,香のレリック
Sanctified Relic,聖別されたレリック
Kirac's Memory,キラックの記憶
Alva's Memory,アルヴァの記憶
Niko's Memory,ニコの記憶
Einhar's Memory,アイナーの記憶
Wild Crystallised Lifeforce,結晶化したワイルドライフフォース
Vivid Crystallised Lifeforce,結晶化したビビッドライフフォース
Primal Crystallised Lifeforce,結晶化したプライマルライフフォース
Sacred Crystallised Lifeforce,結晶化した聖なるライフフォース
Gold,ゴールド
Djinn Barya,ジンのバリャ
Balbala's Barya,バルバラのバリャ
Test of Strength Barya,力の試練のバリャ
Test of Will Barya,意志の試験のバリャ
Test of Cunning Barya,狡猾さの試験のバリャ
Test of Time Barya,時の試験のバリャ
Bronze Key,銅の鍵
Silver Key,銀の鍵
Gold Key,金の鍵
Shortsword,ショートソード
Broadsword,ブロードソード
Vampiric Blade,吸血の刃
Scimitar,シミター
Charred Shortsword,黒焦げのショートソード
Sickle Sword,シックルソード
Falchion,ファルシオン
Treasured Blade,宝剣
Cutlass,カットラス
Runic Shortsword,ルーンのショートソード
Messer,メッサー
Commander Sword,指揮官の剣
Dark Blade,闇の刃
Corroded Longsword,腐食したロングソード
Iron Greatsword,鉄のグレートソード
Blessed Claymore,祝福されたクレイモア
Broad Greatsword,ブロードグレートソード
Rippled Greatsword,波打つグレートソード
Arced Longsword,湾曲したロングソード
Stone Greatsword,石の大剣
Obsidian Greatsword,黒曜石の大剣
Keen Greatsword,鋭利な大剣
Ancient Greatblade,古代のグレートブレイド
Flanged Greatblade,つば付きのグレートブレイド
Regalia Longsword,王家のロングソード
Ultra Greatsword,特大剣
Dull Hatchet,なまくらな手斧
Hook Axe,鉤付き斧
Bearded Axe,ベアードアックス
Extended Cleaver,長刃のクリーバー
Bandit Hatchet,山賊の手斧
Crescent Axe,三日月斧
Carving Hatchet,彫刻用の手斧
Sacrificial Axe,生贄の斧
Boarding Hatchet,強襲用手斧
Fury Cleaver,怒りのクリーバー
Battle Axe,戦斧
Profane Cleaver,冒涜のクリーバー
Dread Hatchet,恐怖の手斧
Splitting Greataxe,割り大斧
Light Halberd,軽量ハルバード
Executioner Greataxe,処刑人の大斧
Arched Greataxe,弓型の大斧
Elegant Glaive,エレガントグレイブ
Savage Greataxe,蛮族の大斧
Rending Halberd,裂傷のハルバード
Jagged Greataxe,ギザギザの大斧
Reaver Glaive,略奪者のグレイブ
Ember Greataxe,残り火の大斧
Ceremonial Halberd,儀式用ハルバード
Monument Greataxe,巨像の大斧
Vile Greataxe,邪悪な大斧
Wooden Club,棍棒
Smithing Hammer,鍛冶ハンマー
Slim Mace,細身のメイス
Spiked Club,トゲ付きの棍棒
Warpick,ウォーピック
Plated Mace,プレートメイス
Brigand Mace,盗賊のメイス
Construct Hammer,建築用ハンマー
Morning Star,モーニングスター
Jade Club,翡翠の棍棒
Lumen Mace,光のメイス
Execratus Hammer,呪詛のハンマー
Torment Club,トーメントクラブ
Runemastered Torment Club,ルーンマスターのトーメントクラブ
Kalguuran Forgehammer,カルグールのフォージハンマー
Felled Greatclub,倒木のグレートクラブ
Oak Greathammer,オークグレートハンマー
Forge Maul,鍜治場の大槌
Studded Greatclub,鋲付きの金棒
Cultist Greathammer,カルティストグレートハンマー
Temple Maul,寺院の大槌
Leaden Greathammer,鉛のグレートハンマー
Crumbling Maul,朽ちた大槌
Pointed Maul,尖った大槌
Totemic Greatclub,トーテムのグレートクラブ
Greatmace,グレートメイス
Precise Greathammer,精密なグレートハンマー
Giant Maul,巨人の大槌
Hardwood Spear,硬材の槍
Ironhead Spear,鉄頭のスピア
Hunting Spear,ハンティングスピア
Winged Spear,翼刃のスピア
War Spear,ウォースピア
Forked Spear,双頭の槍
Barbed Spear,トゲ付きの槍
Broad Spear,ブロードスピア
Crossblade Spear,十文字槍
Seaglass Spear,シーグラススピア
Sword Spear,ソードスピア
Striking Spear,打撃の槍
Helix Spear,ヘリックススピア
Crude Claw,粗末な鉤爪
Pict Claw,ピクトクロー
Wolfbone Claw,狼骨の鉤爪
Forked Claw,二股の鉤爪
Plated Claw,プレートクロー
Edged Claw,刃付きの鉤爪
Arced Claw,湾曲した鉤爪
Hooked Claw,フッククロー
Razorglass Claw,レイザーグラスクロー
Sharktooth Claw,鮫歯の鉤爪
Armoured Claw,アーマードクロー
Piercing Claw,貫通の鉤爪
Talon Claw,タロンクロー
Glass Shank,ガラスの短剣
Crone Knife,老婆のナイフ
Simple Dagger,簡素な短剣
Skinning Knife,剥ぎ取りナイフ
Moon Dagger,月の短剣
Engraved Knife,彫刻のナイフ
Obsidian Dagger,黒曜石の短剣
Bloodletting Dagger,瀉血の短剣
Mail Breaker,メイルブレイカー
Kris Knife,クリスナイフ
Parrying Dagger,受け流しの短剣
Arcane Dirk,アーケインディルク
Cinquedea,チンクエディア
Wrapped Quarterstaff,巻き布のクォータースタッフ
Long Quarterstaff,ロングクォータースタッフ
Gothic Quarterstaff,ゴシッククォータースタッフ
Crackling Quarterstaff,放電のクォータースタッフ
Crescent Quarterstaff,三日月のクォータースタッフ
Steelpoint Quarterstaff,スチールポイントクォータースタッフ
Slicing Quarterstaff,斬撃のクォータースタッフ
Barrier Quarterstaff,防壁のクォータースタッフ
Hefty Quarterstaff,重厚なクォータースタッフ
Smooth Quarterstaff,滑らかなクォータースタッフ
Anima Quarterstaff,アニマクォータースタッフ
Graceful Quarterstaff,優雅なクォータースタッフ
Wyrm Quarterstaff,ワームクォータースタッフ
Splintered Flail,割れたフレイル
Chain Flail,チェインフレイル
Holy Flail,ホーリーフレイル
Iron Flail,鉄のフレイル
Twin Flail,ツインフレイル
Slender Flail,細身のフレイル
Stone Flail,石のフレイル
Ring Flail,リングフレイル
Guarded Flail,防護のフレイル
Icicle Flail,氷柱のフレイル
Tearing Flail,裂傷のフレイル
Great Flail,グレートフレイル
Abyssal Flail,深淵のフレイル
Withered Wand,枯れたワンド
Bone Wand,骨のワンド
Attuned Wand,同調のワンド
Siphoning Wand,吸収のワンド
Volatile Wand,爆発性のワンド
Galvanic Wand,電撃のワンド
Acrid Wand,腐食のワンド
Offering Wand,供物のワンド
Frigid Wand,極寒のワンド
Torture Wand,拷問のワンド
Critical Wand,致命のワンド
Primordial Wand,原始のワンド
Dueling Wand,決闘のワンド
Twisted Wand,捻じれたワンド
Runic Fork,ルーニックフォーク
Runemastered Runic Fork,ルーンマスターのルーニックフォーク
Ashen Staff,灰のスタッフ
Gelid Staff,極寒のスタッフ
Voltaic Staff,電撃のスタッフ
Spriggan Staff,スプリガンスタッフ
Pyrophyte Staff,パイロファイトスタッフ
Chiming Staff,鐘鳴のスタッフ
Rending Staff,裂断のスタッフ
Reaping Staff,死神のスタッフ
Icicle Staff,氷柱のスタッフ
Roaring Staff,咆哮のスタッフ
Paralysing Staff,麻痺のスタッフ
Sanctified Staff,聖別のスタッフ
Dark Staff,闇のスタッフ
Ravenous Staff,貪食のスタッフ
Permafrost Staff,氷結のスタッフ
Reflecting Staff,反射のスタッフ
Perching Staff,止まり木のスタッフ
Crude Bow,粗雑な弓
Shortbow,ショートボウ
Warden Bow,監視者の弓
Recurve Bow,リカーブボウ
Composite Bow,コンポジットボウ
Dualstring Bow,デュアルストリングボウ
Cultist Bow,カルト信者の弓
Zealot Bow,狂信者の弓
Artillery Bow,砲兵の弓
Tribal Bow,部族の弓
Greatbow,大弓
Double Limb Bow,ダブルリムボウ
Heavy Bow,ヘビーボウ
Makeshift Crossbow,間に合わせのクロスボウ
Tense Crossbow,張り詰めたクロスボウ
Sturdy Crossbow,頑丈なクロスボウ
Varnished Crossbow,ニス塗りのクロスボウ
Dyad Crossbow,対のクロスボウ
Alloy Crossbow,合金のクロスボウ
Bombard Crossbow,爆撃のクロスボウ
Construct Crossbow,構造化クロスボウ
Blackfire Crossbow,黒炎のクロスボウ
Piercing Crossbow,貫通のクロスボウ
Cumbrous Crossbow,煩雑なクロスボウ
Dedalian Crossbow,デダリアンクロスボウ
Esoteric Crossbow,秘伝のクロスボウ
Rattling Sceptre,ラトリングセプター
Stoic Sceptre,不動のセプター
Lupine Sceptre,オオカミのセプター
Omen Sceptre,お告げのセプター
Ochre Sceptre,黄土のセプター
Shrine Sceptre,神殿のセプター
Devouring Sceptre,貪食のセプター
Clasped Sceptre,握拳のセプター
Devotional Sceptre,信仰のセプター
Wrath Sceptre,憤怒のセプター
Aromatic Sceptre,芳香のセプター
Pious Sceptre,敬虔のセプター
Hallowed Sceptre,神聖なセプター
Clay Trap,粘土のトラップ
Clamping Trap,締め付けトラップ
Shrapnel Trap,榴散弾のトラップ
Urn Trap,壺のトラップ
Incense Trap,香炉のトラップ
Bladed Trap,刃のトラップ
Dart Trap,投げ矢のトラップ
Spike Trap,スパイクのトラップ
Coiled Trap,ばね仕掛けのトラップ
Lead Trap,鉛のトラップ
Medallion Trap,メダリオントラップ
Intricate Trap,複雑なトラップ
Refined Trap,洗練されたトラップ
Changeling Talisman,変身のタリスマン
Nettle Talisman,イラクサのタリスマン
Cinderbark Talisman,灰皮のタリスマン
Familial Talisman,眷属のタリスマン
Frenzied Talisman,狂乱のタリスマン
Primal Talisman,原始のタリスマン
Rabid Talisman,狂犬病のタリスマン
Vicious Talisman,獰猛のタリスマン
Voltfang Talisman,電牙のタリスマン
Lumbering Talisman,鈍重のタリスマン
Roaring Talisman,咆哮のタリスマン
Wingbeat Talisman,翼撃のタリスマン
Condemned Talisman,断罪のタリスマン
Rusted Cuirass,錆びた胴鎧
Fur Plate,毛皮張りのプレート
Iron Cuirass,鉄の胴鎧
Raider Plate,襲撃者のプレート
Maraketh Cuirass,マラケスの胴鎧
Steel Plate,鋼鉄のプレート
Full Plate,フルプレート
Vaal Cuirass,ヴァールの胴鎧
Juggernaut Plate,ジャガーノートプレート
Chieftain Cuirass,族長の胴鎧
Colosseum Plate,コロシアムプレート
Champion Cuirass,王者の胴鎧
Glorious Plate,栄光のプレート
Conqueror Plate,征服者のプレート
Abyssal Cuirass,深淵の胴鎧
Leather Vest,革のベスト
Quilted Vest,キルティングベスト
Pathfinder Coat,開拓者のコート
Shrouded Vest,覆い布のベスト
Rhoahide Coat,ロア革のコート
Studded Vest,鋲打ちのベスト
Scout's Vest,偵察者のベスト
Serpentscale Coat,サーペントスケイルコート
Corsair Vest,コルセアのベスト
Smuggler Coat,密輸業者のコート
Strider Vest,ストライダーベスト
Hardleather Coat,ハードレザーコート
Exquisite Vest,精巧なベスト
Mail Coat,メイルコート
Armoured Vest,装甲ベスト
Tattered Robe,擦り切れたローブ
Feathered Robe,羽根飾りのローブ
Hexer's Robe,呪術師のローブ
Bone Raiment,骨の装束
Silk Robe,絹のローブ
Keth Raiment,ケスの装束
Votive Raiment,奉献の装束
Altar Robe,祭壇のローブ
Elementalist Robe,エレメンタリストのローブ
Mystic Raiment,神秘の装束
Imperial Robe,帝国のローブ
Plated Raiment,装甲の装束
Havoc Raiment,破壊の装束
Enlightened Robe,覚者のローブ
Arcane Raiment,神秘の装束
Chain Mail,チェインメイル
Rogue Armour,盗賊の鎧
Vagabond Armour,放浪者の鎧
Cloaked Mail,クロークメイル
Explorer Armour,探検家の鎧
Scale Mail,スケイルメイル
Knight Armour,騎士の鎧
Ancestral Mail,先祖のメイル
Lamellar Mail,ラメラーメイル
Gladiator Armour,剣闘士の鎧
Heroic Armour,英雄の鎧
Tournament Mail,トーナメントメイル
Slayer Armour,殺戮者の鎧
Pilgrim Vestments,巡礼者の祭服
Pelt Mantle,生皮の外套
Mail Vestments,鎖帷子の祭服
Shaman Mantle,シャーマンの外套
Ironclad Vestments,甲鉄の祭服
Sacrificial Mantle,生贄の外套
Cleric Vestments,聖職者の祭服
Tideseer Mantle,潮読みの外套
Gilded Vestments,金装の祭服
Venerated Mantle,尊者の外套
Revered Vestments,畏敬の祭服
Corvus Mantle,鴉の外套
Zenith Vestments,天頂の祭服
Ornate Ringmail,豪華なリングメイル
Ancient Mail,古代のメイル
Hermit Garb,隠者の衣
Waxed Jacket,ワックスジャケット
Marabout Garb,マラブーの服
Wayfarer Jacket,旅人のジャケット
Anchorite Garb,隠修士の衣
Scalper's Jacket,転売屋のジャケット
Scoundrel Jacket,ならず者のジャケット
Ascetic Garb,禁欲者の服
Clandestine Jacket,隠密のジャケット
Monastic Garb,修道士の服
Torment Jacket,苦痛のジャケット
Devout Garb,信者の服
Assassin Garb,暗殺者の服
Rusted Greathelm,錆びたグレートヘルム
Soldier Greathelm,兵士のグレートヘルム
Wrapped Greathelm,巻き布のグレートヘルム
Spired Greathelm,尖塔のグレートヘルム
Elite Greathelm,精鋭のグレートヘルム
Warrior Greathelm,戦士のグレートヘルム
Commander Greathelm,指揮官のグレートヘルム
Fierce Greathelm,獰猛なグレートヘルム
Sentinel Greathelm,歩哨のグレートヘルム
Goliath Greathelm,ゴライアスのグレートヘルム
Guardian Greathelm,守護者のグレートヘルム
Shabby Hood,擦り切れたフード
Felt Cap,フェルトの帽子
Lace Hood,レースのフード
Swathed Cap,巻き布の帽子
Hunter Hood,狩人のフード
Viper Cap,毒蛇の帽子
Corsair Cap,コルセアの帽子
Leatherbound Hood,皮張りのフード
Velvet Cap,ベルベットの帽子
Covert Hood,隠密のフード
Armoured Cap,装甲帽子
Twig Circlet,小枝のサークレット
Wicker Tiara,枝編みのティアラ
Beaded Circlet,ビーズのサークレット
Chain Tiara,鎖のティアラ
Feathered Tiara,羽根付きのティアラ
Gold Circlet,金のサークレット
Vermeil Circlet,ヴァーミルサークレット
Jade Tiara,翡翠のティアラ
Noble Circlet,貴族のサークレット
Twilight Tiara,黄昏のティアラ
Magus Tiara,魔導士のティアラ
Brimmed Helm,つば付き兜
Guarded Helm,防護兜
Visored Helm,バイザー付き兜
Cowled Helm,頭巾付き兜
Shielded Helm,盾付き兜
Closed Helm,クローズヘルム
Decorated Helm,装飾兜
Gallant Helm,勇士のヘルム
Ancient Visor,古代のバイザー
Iron Crown,鉄の冠
Horned Crown,角の冠
Cultist Crown,カルト信者の冠
Martyr Crown,殉教者の冠
Heavy Crown,重装の冠
Spiritbone Crown,スピリットボーンの冠
Lavish Crown,豪華な冠
Archon Crown,アルコンの冠
Tenebrous Crown,暗影の冠
Hewn Mask,粗削りの仮面
Face Mask,フェースマスク
Hooded Mask,フード付きの仮面
Veiled Mask,ベール付きの仮面
Tribal Mask,部族の仮面
Solid Mask,頑丈な仮面
Shaded Mask,遮光の仮面
Death Mask,デスマスク
Stocky Mitts,がっしりとしたミット
Riveted Mitts,リベット付きミット
Tempered Mitts,焼き入れミット
Bolstered Mitts,補強ミット
Moulded Mitts,成形ミット
Detailed Mitts,精巧なミット
Titan Mitts,タイタンのミット
Grand Mitts,大いなるミット
Suede Bracers,スエードの弓籠手
Firm Bracers,頑丈な弓籠手
Bound Bracers,固定式の弓籠手
Sectioned Bracers,分割式の弓籠手
Spined Bracers,針付きの弓籠手
Fine Bracers,上質な弓籠手
Hardened Bracers,焼き入れの弓籠手
Engraved Bracers,彫刻の弓籠手
Torn Gloves,破れた手袋
Sombre Gloves,陰鬱な手袋
Stitched Gloves,縫い合わせの手袋
Jewelled Gloves,宝石をあしらった手袋
Intricate Gloves,手の込んだ手袋
Pauascale Gloves,パウアスケール手袋
Embroidered Gloves,刺繍入りの手袋
Adorned Gloves,装飾の手袋
Ringmail Gauntlets,リングメイルガントレット
Layered Gauntlets,層状のガントレット
Doubled Gauntlets,二重のガントレット
Plate Gauntlets,プレートガントレット
Burnished Gauntlets,研磨されたガントレット
Ornate Gauntlets,装飾のガントレット
Ancient Gauntlets,古代のガントレット
Rope Cuffs,縄のカフス
Aged Cuffs,年季の入ったカフス
Goldcast Cuffs,金鋳造のカフス
Kalguuran Cuffs,カルグールのカフス
Righteous Cuffs,正義のカフス
Signet Cuffs,印章のカフス
Gauze Wraps,薄布のラップ
Linen Wraps,リネンのラップ
Spiral Wraps,スパイラルラップ
Buckled Wraps,バックル付きのラップ
Furtive Wraps,隠密のラップ
Utility Wraps,実用的なラップ
Rough Greaves,粗末なグリーヴ
Iron Greaves,鉄のグリーヴ
Bronze Greaves,青銅のグリーヴ
Trimmed Greaves,縁取りのグリーヴ
Stone Greaves,石のグリーヴ
Reefsteel Greaves,リーフスチールグリーヴ
Monument Greaves,モニュメントグリーヴ
Totemic Greaves,トーテムのグリーヴ
Rawhide Boots,生皮のブーツ
Laced Boots,レースのブーツ
Embossed Boots,エンボスのブーツ
Steeltoe Boots,鋼製つま先ブーツ
Lizardscale Boots,リザードスケールブーツ
Flared Boots,フレアブーツ
Leatherplate Boots,レザープレートブーツ
Embroidered Boots,刺繍入りブーツ
Straw Sandals,麦わらのサンダル
Wrapped Sandals,巻き布のサンダル
Lattice Sandals,格子のサンダル
Silk Slippers,シルクの履物
Feathered Sandals,羽根付きのサンダル
Flax Sandals,亜麻のサンダル
Studded Sandals,鋲付きのサンダル
Elaborate Sandals,精巧なサバトン
Mail Sabatons,メイルサバトン
Braced Sabatons,補強されたサバトン
Stacked Sabatons,多層サバトン
Covered Sabatons,覆い付きのサバトン
Flexile Sabatons,柔軟なサバトン
Bold Sabatons,剛胆なサバトン
Padded Leggings,パッド入りのレギンス
Secured Leggings,留め具付きのレギンス
Pelt Leggings,獣皮のレギンス
Weaver Leggings,織り手のレギンス
Gilt Leggings,金装のレギンス
Pious Leggings,敬虔なレギンス
