source,translation
They will rise and fall in fire and blood.,彼らは炎と血の中で栄え倒れるだろう。
The turtle's shell one day becomes its tomb.,亀の甲羅はやがてその墓石となる。
"The mind may have no limits, but the skull sure does.",精神は無限かもしれないが、頭蓋骨は有限だ。
"Quickly cooled the steel,
but never could it forget
the heat of the forge.","素早く鋼鉄を冷やせども、
それは炉の熱を
忘れることはなかった。"
"""...and so He said: 'Let only the good meet my gaze'
and no eye met His. So He called down the cleansing flames
and let black smoke sweep the Sinners away.""
- Book of Innocence","「...そして彼は『善なる者のみが我が目を見よ』と言い
彼の目を見た者はいなかった。故に彼は浄化の炎を呼び降ろし
黒き煙に罪人を掃除させた」
―無垢の書"
"A hundred blind heads, each seeking the taste of prey on the air.",百の盲目の弾頭が、空中で獲物の味を求めている。
"If you know where to strike, you need only strike once.",打ち込む場所を知っていれば、打ち込むのは一度だけでいい。
"They wrap around you
until your blood turns as cold as theirs.","彼らはあなたの血が彼らと等しく冷たくなるまで
あなたを締め付ける。"
"With increasing mastery over death
comes an increasing desire for it.","死を支配すればするほど
死を望むようになる。"
"Breathe deep, my child.
Let the frigid air engulf your soul.
Embrace the eternal cold,
And it will embrace you back.","我が子よ、深く息を吸いなさい。
凍える空気に魂を包ませなさい。
永遠の冷気を受け入れれば、
それもまたあなたを受け入れるのです。"
The end is written into the beginning.,終わりは始まりに書かれている。
"They roamed, they fed, they grew,
Killing as they went,
Conquer though they may,
Their hearts will never be content.","奴らは彷徨い、喰らい、成長し、
進みながら殺した。
どれだけ征服しても
永遠に心は満たされぬ。"
"Step into the void
and experience true freedom.","虚無へと踏み出し
真の自由を感じるがいい。"
"""Test subject was able to walk into the walls of his chamber after breaking a rabbit's neck.
He was not fast enough, however. Suggest we begin excavation to retrieve prototype.""","「被検体はウサギの首を折ると部屋の壁に入り込めるようになった。
しかし、彼は遅すぎた。プロトタイプ回収のため、発掘の開始を提案」"
"By my hand, the inert is given life.
By my hand, that which rots is reborn.
There is nothing that cannot be changed.
Nothing.","我が手により、動かぬものは生を得る。
我が手により、腐ったものは蘇る。
変えられぬものは何もない。
何もだ。"
"""I don't always have a flame handy
when a fresh delinquent walks through our gates.""
- Brutus, Warden of Axiom","「新入りが門を通った時のために
いつも火が手元にあるわけじゃない」
―アクシオムの看守ブルータス"
"""Think of those that cursed us, judged us,
and burned our sisters upon the pyre.
Think of their names as you drink,
and even their children will feel what we do to them today.""
-Vadinya, to her coven","「我らを呪った者、裁いた者、
姉妹を火炙りにした者共を思い出せ。
飲みながら奴らの名を思い浮かべれば、
我らが今日奴らにすることを奴らの子らも感じられるだろう」
―ヴァディニャ、彼女の魔女団へ"
"All things must die.
Whether you burn out or explode is up to you.","万物は死なねばならない。
燃え尽きるか爆発するかは其方次第だ。"
"Please take out your blades,
your whips, and your spikes.
Class is now in session.","剣と鞭と棘を出してください。
授業を始めます。"
Eternal life is within our grasp. Do not let it go.,永遠の命は我らの手中にある。決して離すな。
"Some dead have long envied the living.
When given the chance, they take from us what they can.
So we offer our suffrage.
In return, they give only suffering.","一部の死者は永らく生者に嫉妬してきた。
機会さえあれば、彼らは我らから奪えるものを奪っていく。
だから我らは参政権を差し出した。
見返りに、彼らは苦痛をくれただけだった。"
"""A stone is not a stone.
It is but one part of a fortress.""
- Ezomyte proverb","「石は石ではない。
それは砦の一部に過ぎぬ」
―エゾマイトの諺"
"""Do not cause the land to stir,
It holds secrets better unknown.""
- Azmerian proverb","「大地を起こしてはならぬ。
そこには知られぬほうが良い秘密がある」
―アズメリの諺"
"""The summoned golems immediately battered through the chamber wall
and killed several guards, but their fury only lasted a short time.""","「召喚されたゴーレム達は即座に部屋の壁を打ち抜き
数人の衛兵を殺したが、彼らの怒りは長くは続かなかった」"
"""Kings fall, empires crumble, mortals perish.
All turn to earth and sand.""
- Maraketh proverb","「王は倒れ、帝国は崩れ、命ある者は死ぬ。
全ては土と砂に帰るのだ」
―マラケスの諺"
"An oath once made is an oath never broken. Do not delay in keeping it, for I take no pleasure in fools.",一度結ばれた誓いは破られることなき誓いだ。それを守ることに時間をかけるな。私は愚者を好まぬからな。
Take small pieces of things and then assemble them together,小さな部品を集めて組み立てよ
"Rigwald believed he'd seized great power, but it was the great power that had seized Rigwald",リグワルドは大いなる力を掴んだと思っていたが、リグワルドを掴んだのは大いなる力の方だった。
"Upon the red pyre we are born.

<default>{This item can be transformed with a Blessing of Xoph}","赤き火葬壇の上に我らは生まれる。

<default>{このアイテムはゾフの祝福によって変化させることができる}"
Upon the grey winds his love spreads.,灰色の風に乗って彼の愛は広がる。
"Our skin turns to ash
and we are swallowed by his brilliant red light.

<default>{This item can be transformed with a Blessing of Xoph}","我らの肌は灰となり
我らは彼の眩い赤き光に飲み込まれる。

<default>{このアイテムはゾフの祝福によって変化させることができる}"
He burns us to keep us from harm.,我らを守るため彼は燃える。
"His is our heart.
To its beat we all are driven.

<default>{This item can be transformed with a Blessing of Xoph}","「彼の心臓は我らの心臓だ。
その脈動に我らは動かされる」

<default>{このアイテムはゾフの祝福によって変化させることができる}"
"We are his blood.
Through us he carries his burning message.","我らは彼の血だ。
我らを通して彼は燃えるメッセージを伝える。"
"We remember the stillness.
Then the great fall.
The pain of separation.
We return once more.

<default>{This item can be transformed with a Blessing of Tul}","我らは静寂を覚えている。
その後の大きな下落も。
別れの痛みも。
我らは再び戻ってくる。

<default>{このアイテムはトゥルの祝福によって変化させることができる}"
"We fracture and splinter.
We pierce our sides.
But in the great freeze we are forged anew.","我らは割れて欠ける。
我らは自らの側面を貫く。
だが大寒波の中で、我らは鍛え直される。"
"""Are we mad for attempting to build an engine out of this?
Looping cycles, power and pain...""
- Researcher Arn","「これで機関を作ろうとする我々は狂っているのだろうか？
繰り返す循環、力と苦痛...」
―研究者アーン"
"We dance in the white, like water,
colliding as many and emerging as one.

<default>{This item can be transformed with a Blessing of Tul}","我らは雪の中で踊る、水のように、
多としてぶつかり、一となり現れる。

<default>{このアイテムはトゥルの祝福によって変化させることができる}"
"We share one space,
speak one voice,
act through one body.
A flawless crystal.
Brittle.","我らは同じ空間に存在し、
一つの声で話し、
一つの体で行動する。
完全な結晶。
脆い。"
"""Test subject battered through the hatch with her bare hands,
forcing us to resort to threatening her children to restore containment.""","「被検体が素手で昇降口を破壊したため、
監禁状態に戻すために我らは彼女の子供を人質に取ることを余儀なくされた」"
"We wait, still as the dead,
to join the great avalanche.

<default>{This item can be transformed with a Blessing of Tul}","我らは死者のようにじっと待つ、
大雪崩に加わるため。

<default>{このアイテムはトゥルの祝福によって変化させることができる}"
"A single moment sets in motion an eternal fall,
beneath which all are buried.","一瞬で始まった永遠の崩落の下に
全てが埋まってしまう。"
"She carries us and nurtures us
until we must feed upon each other.

<default>{This item can be transformed with a Blessing of Esh}","彼女は我らを運び、我らを育てる
我らが互いを喰らわねばならぬまで。

<default>{このアイテムはエシュの祝福によって変化させることができる}"
"She carries us and nurtures us
until we must feed upon each other.","彼女は我らを運び、我らを育てる
我らが互いを喰らわねばならぬまで。"
"She thinks and we act.
She acts and we think.
Fragments of the whole that washes clean the skies.","彼女が思考し我らが動く。
彼女が動き我らが思考する。
空を浄化する全体の欠片。"
"She looked upon her reflection
and trembled, and shook,
until she was not what she saw.

<default>{This item can be transformed with a Blessing of Esh}","彼女は反射した自分の姿を見て
震えて、身を揺らした
彼女が見えたものではなくなるまで。

<default>{このアイテムはエシュの祝福によって変化させることができる}"
"She could see what she was not;
a silhouette wreathed in light.
And she was still.","彼女には自分がなれないものが見えていた
光に包まれたシルエット。
それ彼女は動かなくなった。"
"When she of many mouths spoke,
we bowed in awe and were crushed.

<default>{This item can be transformed with a Blessing of Esh}","口多き彼女が喋った時、
我らは畏怖のあまり平伏し潰された。

<default>{このアイテムはエシュの祝福によって変化させることができる}"
"But the fool did not bow.
The fool stood and questioned.
And the fool was unwritten.","しかし愚者は平伏さなかった。
愚者は立ち、疑問を持った。
そして愚者はいなくなった。"
"We move to be closer to her, but the distance yet grows.

<default>{This item can be transformed with a Blessing of Uul-Netol}","我らは彼女に近づこうと動くが、距離は離れるばかりだ。

<default>{このアイテムはウール・ネトルの祝福によって変化させることができる}"
"We leave a trail, that we may know
where never we will return.","我らは痕跡を残していく
我らが決して戻らぬ場所がわかるよう。"
"""Researchers will please refrain from combining our prototypes with existing relics
of power. The temptation is obvious, but the results can be... unpredictable.""
- Administrator Qotra","「研究者は我々のプロトタイプと既存の力を持つレリックを組み合わせることをやめるように。
その魅力は明らかですが、結果は...予測不可能な場合があります」
ー管理者クォトラ"
"We feel the Mother's love
and beg to return to her womb.

<default>{This item can be transformed with a Blessing of Uul-Netol}","我らは母の愛を感じ
彼女の胎内に帰ることを乞う。

<default>{このアイテムはウール・ネトルの祝福によって変化させることができる}"
"At last she holds us,
and so we turn to dust.","ついに彼女は我らを抱き、
故に我らは塵となる。"
"We are within her reach,
and when the time is right,
she will reach into us.

<default>{This item can be transformed with a Blessing of Uul-Netol}","我らは彼女の手の届く場所におり、
時が満ちた時、
彼女は我らの中へと手をのばすだろう。

<default>{このアイテムはウール・ネトルの祝福によって変化させることができる}"
"Our hearts cry out
but are silenced by our flesh
and so we give up our flesh.","我らの心は叫ぶが
肉体によって黙らされる
故に我らは肉体を捨てるのだ。"
"His lucky thralls dream eternal,
but we must crawl on our own.

<default>{This item can be transformed with a Blessing of Chayula}","彼の幸運な奴隷達は永遠に夢を見るが、
我らは自ら這いずらねばならぬ。

<default>{このアイテムはチャユラの祝福によって変化させることができる}"
"They grow fat and ripe in slumber.
To be fed upon when he wakes.","彼らは眠りの中で肥え熟す。
彼が目覚めた時に喰われるために。"
"We happily give our limbs.
A net woven to keep safe the bones of the Lords.

<default>{This item can be transformed with a Blessing of Chayula}","我らは喜んで四肢を捧げる。
主達の骨を守るために編まれた網。

<default>{このアイテムはチャユラの祝福によって変化させることができる}"
"The Lords are chosen so carefully.
Only they may grace His flesh.","主達はとても丁寧に選ばれる。
彼らのみが彼の肉体を飾ることができる。"
"We flow like blood into Chayula's open mouth,
and spill into the land we have watched forever.

<default>{This item can be transformed with a Blessing of Chayula}","我らは血のようにチャユラの開いた口に流れ込み
我らがずっと見守ってきた土地にこぼれ落ちる。

<default>{このアイテムはチャユラの祝福によって変化させることができる}"
"We coagulate; a crimson shell
that suffocates the unworthy.","我らは凝固する；価値無き者を
窒息させる真紅の殻だ。"
"We climb like vines up Chayula's arms,
reaching into the world that should be ours.

<default>{This item can be transformed with a Blessing of Chayula}","我らは蔓のようにチャユラの腕を昇り、
我らのものであるべき世界に手を伸ばす。

<default>{このアイテムはチャユラの祝福によって変化させることができる}"
"We take root in the dirt
and strangle those who tread upon it.","我らは土に根を張り
それを踏み荒らす者を絞め殺す。"
"We crash against Chayula's body,
and fall like rain into the place we cannot go.

<default>{This item can be transformed with a Blessing of Chayula}","我らはチャユラの体に衝突し、
行くことの叶わぬ地に雨のように降り注ぐ。

<default>{このアイテムはチャユラの祝福によって変化させることができる}"
"We swell and flood
and drown the undeserving beneath our might.","我々は膨張して溢れ
相応しくない者を我らの力で溺れさせる。"
"Tukohama couldn't lose a fight in his fortress,
So he carried his fortress to the fight.","トゥコハマは自分の砦で戦いに負けることはなかったため、
戦いに砦を持っていった。"
"""As one of our few creations that did not cost any fatalities,
Prototype #10 bore unexpectedly positive results.""","「死者を出さなかった我々の数少ない発明であるプロトタイプ10号は
予想外に良い結果を出した」"
"A man can spend his whole life fishing
before he learns it is not fish that he seeks.","人は自分が求めているものが魚ではないと気づくまで、
その生涯を釣りに費やすことがある。"
"Without light, there can be no shadow.",光がなければ、影もない。
"Greatest is the Brine King's domain,
and every day it grows a little greater,
not through force, but patience.","広大なるは海水の王の領域
それは毎日少しずつ広がる
武力ではなく、忍耐によって。"
"And from the ashes he rose, like a black cloud.
The Sin of one became the Sin of many.","そして黒き雲のように、灰から彼は生まれた。
一人の罪は皆の罪となった。"
"Without night, there can be no day.",夜がなければ、昼もない。
"Hinekora bound Kitava to a rock
that Kitava could not lift with all his might.
Kitava vowed that when he broke free,
he would devour every soul in Hinekora's domain.","キタヴァの全力を持ってしても持ち上げられれぬ岩に
ヒネコラはキタヴァを縛り付けた。
自由になった時、ヒネコラの領域の全ての魂を喰らうと
キタヴァは誓った。"
"""The world is not simply black and white,
it is not divided into good and evil.
But black and white, good and evil, do exist,
and we must know how to recognize them.""
- Archbishop Geofri","「世界は黒と白ほど単純ではなく、
善と悪に分かれてはいない。
しかし黒と白、善と悪は実在し、
我らはそれらを見抜けねばならぬ」
ー大司教ジェフリ"
"""Lab Two suffered significant structural damage in the process of creating
Prototype #77. It is, however, the closest we've come to perfection.""","「第二実験室はプロトタイプ77号の作成の過程で重大な損傷を受けた。
しかし、それは我々が最も完全に近づいた時でもあった」"
"""Some blows must be evaded. Some blows must be endured.
The trick is to tell them apart.""
- Daresso, the Sword King","「避けねばならぬ攻撃がある。耐えねばならぬ攻撃もある。
コツはそれらを見分けることだ」
ー剣の王ダレッソ"
All children must eat.,全ての子は食わねばならない。
Simple is the life of the bear.,熊の生とは単純なものだ。
"The dreamer stirs, the world trembles.",夢見人が僅かに動き、世界は震える。
The first quill separates the quick learners from the dead.,最初の針が学習能力の高い者と死者を判別する。
No man may hope to turn back the storm. You can only hope you do not attract its ire.,嵐を追い返せる者はいない。その怒りの矛先がこちらに向かないことを祈るのみだ。
Genius knows no limits.,天才に限界はない。
"Claw them from the bottom, you'll be glad that you have got 'em, claw them from the top, you'll never want to stop.",下から引き裂けばやれたことに安心し、上から引き裂けばやめられなくなる。
Those whose hands are their livelihood know the importance of keeping them safe and warm.,手が仕事道具である者たちはそれを安全で暖かくしておくことの重要さを知っている。
"Necromancers, believe me, are more terrifying than their thralls.",本当にネクロマンサーという連中は奴らの下僕よりも恐ろしいよ。
"<size:31>{A wolf does not bite his mate as he does his prey, yet both begin with bared teeth. Know who you are, and you will know the meaning of the bite.}",<size:31>{狼は番いに獲物と同じ噛み方をしないが、どちらの場合もまずは歯をむき出しにする。自らを知れば、噛まれた意味がわかる。}
Sometimes your greatest enemy is the only one keeping you breathing.,時には最大の敵だけが己を生き永らえさせる。
"You gave us life and love, more than you could spare. Now you're gone, and we are stranded, alone, cold and without purpose.",あなたは割ける以上の命と愛を我らにくれた。そしてあなたはいなくなってしまい、我らは残され、孤独で、寒く、目的を失ってしまった。
"Maligaro may have valued function over form, but that did not mute his flair for the dramatic.",マリガロは形よりも機能を優先したかもしれないが、それが彼の劇的な所作への才を殺すことはなかった。
"Never dying, yet not living,
Endlessly they wander
beneath the harvest moon.","死ぬこともなく、だが生きてもおらず、
中秋の名月の下で
永遠に彼らは彷徨っている。"
"When sky meets ground the flames can be found, but who has the will to tame them.",空が地に出会う時に炎が生まれるが、それを手懐ける意志を持つ者などいるものか。
"<size:31>{Publicly, he lived a pious and chaste life of poverty. Privately, tithes and tributes made him and his lascivious company very comfortable indeed.}",<size:31>{表向きには、彼は敬虔で純潔な清貧の生活を送っていた。裏では税や貢物により彼とみだらな同伴者達はとても快適だった。}
"The Ezomyte, desperate for aid, cried out to the gods.",エゾマイト達は必死に助けを求め、神々に呼びかけた。
"""The most valuable treasures should be hidden in plain sight.""
- Ina, Keeper of Goods","「最も貴重な宝は丸見えの場所に隠しておくべきです」
ー品々の番人イナ"
"The higher you soar, the further you must fall.",高く飛ぶほど、落下は長い。
The pirates of Pondium know that full pockets have a tendency to sink.,ポンディウムの海賊達は大金を持ち歩いていると沈みやすいことを知っている。
"Friendship worth its weight in gold,
a treasure every day.
I thought together we'd grow old,
until fate pulled you away.","値千金の友情、
毎日の宝物。
共に老いると思ったが、
運命が君を連れ去った。"
"You were always there, by my side,
whether we sat or played.
Our friendship was a joyful ride,
I wish you could have stayed.","君はいつも僕と共にいた
座った時も、遊ぶ時も。
僕らの友情は楽しい旅で、
ずっと一緒にいたかった。"
"The sea strikes the rock relentlessly.
Whether in one day or in ten thousand years,
eventually the rock will crumble,
and the Brine King's domain will grow.","海は絶え間なく岩を打ち
一日後か、一万年後か、
やがて岩は崩れ去り、
海水の王の領域は広がる。"
"Malachai ran roughshod over every ethical boundary in pursuit of creating the ideal gemling.
For him, there was no doubt that the end would justify the means.","マラカイは理想のジェムリングの想像を追求する中で全ての倫理的な境界線を土足で踏み越えた。
彼は結果が手段を正当化することを疑っていなかった。"
"After years of subterfuge, sabotage, and sacrifice,
Sarn had become a powder keg just waiting to explode.
Finally, Victario lit the match.","長年の暗躍、工作、そして犠牲の後に、
サーンは爆発を待つだけの火薬樽となっていた。
そしてヴィクタリオがマッチに火をつけた。"
"Even as the tide turned, and victory swiftly became impossible,
the legionnaires of Lioneye's Watch stood their ground and fought on,
every last man dying a brutal, but honourable death.","風向きが変わり、一瞬の内に勝利は不可能となったが、
ライオンアイの見張り場の兵士たちは持ち場を離れず戦い続け、
最後の一人まで暴力的な、しかし名誉ある死を遂げた。"
"Cadiro watched young Chitus play in the frostbitten grass, care-free, happy,
and unburdened by the responsibility the Perandus scion would soon endure.","カディーロは若きチタスが霜に覆われた草の中で遊ぶのを眺めていた。
気ままで幸せで、ペランダスの子がすぐに背負うことになる責任を知らずに。"
"As Malachai stepped into the Highgate mines,
cold winds billowed from the mountain above.
One final, feeble attempt to save what was meant to be eternal.","マラカイがハイゲートの鉱山に踏み込む時、
冷たい風が上方の山から吹きつけた。
永遠であるはずだったものを救うための最後の、弱々しい試みだった。"
"News of Kaom's victory in the south spread quickly.
Those in support of the coming rebellion bided their time.
The rest fled like rats from a fire.","カオムの南での勝利の知らせはすぐに広まった。
来たる反乱を支持する者たちは好機を待ち、
残りは炎から逃げる鼠のように散っていった。"
"The winter that followed the Cataclysm was especially harsh.
Wraeclast's few survivors fought to the death for the last scraps of bread.","大災害の後の冬は特に厳しいものだった。
レイクラストの数少ない生存者達は残ったパンくずを巡って死ぬまで戦った。"
"Emperor Chitus could offer you a gift with one hand,
and drive a blade into your back with the other.
His blend of brutality and charisma cultured a potent
mixture of fear and admiration among the masses.","皇帝チタスは片手で贈り物を与えながら、
もう一方の手で背中に刃を突き立てることができた。
彼の残虐性とカリスマの調合は
人々の中で恐怖と尊敬の混合を育てた。"
"The Maraketh knew that a mountain path
free of vegetation was cut by regular avalanches,
and so the advancing Eternals were unwittingly drawn into a deathtrap.","マラケス達は植物の生えていない
山道は定期的に雪崩に襲われることを知っていた。
故に侵攻する永遠なる者たちは知らずの内に死の罠へと誘い込まれた。"
"At night, as a young Daresso shared his bed with a woman whose name he could not recall,
his thoughts remained in the one place he called his own: The Grand Arena.","夜、若きダレッソが名前を思い出せぬ女性と閨を共にする中、
彼の思考は唯一彼が自分のものであると言える場所に留まっていた。大闘技場だ。"
"The infamous Weylam Roth was never afraid
to push the boundaries of Templar authority,
and was never deterred when the Templar pushed back.","悪名高いウェイラム・ロスは
テンプラーの権力の限界を押し止めることを恐れず、
テンプラーが押し返しても思いとどまることはなかった。"
"Izaro gave rise to Chitus.
Chitus gave rise to Voll.
None could know how it would end.
None could stop it.","イザロはチタスを生み出した。
チタスはヴォールを生み出した。
どのような結末を迎えるのかは誰もわからない。
誰も止められない。"
"Exposure led to the deaths of many slaves.
And it was the duty of slaves to bury the dead in the frozen ground.
A growing circle of misery and death
that the elite were all too happy to sustain.","多くの奴隷は凍え死んだ。
そして凍った地に死者を埋めるのは奴隷の仕事だった。
上流階級が喜んで維持した
不幸と死の広がりゆく輪だ。"
"The Cataclysm was but the first act in a play of horrors.
The dead lingered, and the living began to rot.","大災害は恐怖の劇の第一幕に過ぎなかった。
死者は居残り、生者は腐り始めた。"
"""Rage, malice, hunger - some traits are more easily carried across the barrier of death.""
- Kadavrus, Surgeon to the Umbra","「怒り、悪意、空腹ー死の境界を越えやすい性質というものがある」
ーアンブラの外科医カダヴラス"
"Of the elements at the thaumaturgist's disposal, lightning remained the least understood.
The simple passage of energy from one to another could result in profound power, or rapid death.","魔術師の利用できる元素の内、雷が最も理解が進んでいないものだった。
箇所から箇所へのエネルギーの単純な移動が強大な力、あるいは迅速な死をもたらすことができるのだ。"
"Sarn's crematorium, built amidst the city's slums,
coated the nearby shanties in a film of ash.
The dwellers grew ill, sputtering and coughing,
and in this way the crematorium guaranteed it would have many customers.","スラム街の真ん中に作られたサーンの火葬場は
近場の掘っ立て小屋を灰の膜で覆った。
居住者は体調を崩し、つばや咳を吐き、
このようにして火葬場は多くの顧客を確保したのだ。"
"The Eternal Empire gave few freedoms to the Ezomytes, but fostered their talents as archers.
At auction, an Ezomyte slave's value was only as good as their aim.","永遠なる帝国はエゾマイト達に殆ど自由を与えなかったが、射手としての才を育んだ。
競売において、エゾマイトの奴隷の価値は彼の弓の腕と同じだけしかなかった。"
"You have been found guilty.
Let the fires cleanse you of your sins.","あなたは有罪を言い渡されました。
炎があなたの罪を浄化してくれますように。"
"""A master artist takes his time when he's painting.
Unfortunately, my kind doesn't often have that luxury.""
- Coralito, Brotherhood of Silence","「芸術の達人は絵を書く時には時間をかける。
残念ながら、私のような者にはそのような贅沢が許されないことが多い」
ー沈黙の一党のコラリート"
"""The Emperor's trusted surgeons are not the only ones who
practice the dark arts. Some of us are just more discreet.""","闇の術を行使しているのは皇帝の信頼を得た外科医達だけではない。
もっと密やかな者もいるのだ。"
What mother wouldn't give her life for that of her children?,子のために命を捧げない母などいるものか。
"""Impossibly heavy, yet the ancient edge is as keen as any modern blade's.
A reminder that, in the end, when we lie in the bellies of worms,
it is what we make that makes us.""
- Icius Perandus, Antiquities Collection, Item 47","「ありえないほど重く、だがその古代の刃は現代のものに勝るとも劣らぬ鋭さだ。
最終的に、我々が虫の腹に収まった時、
我らを成しているのは我らが成したことであることを思い出させてくれる。
ーイシウス・ペランダス、骨董品コレクション、その47"
"""To touch it is to be overwhelmed with the need to carve your name into history.
A face no one remembers, yet once you have seen it, you will never forget.""
- Icius Perandus, Antiquities Collection, Item 48","「それに触れることは自身の名を歴史に刻む欲求に支配されることだ。
誰の記憶にも残っていない顔だが、一度見たら忘れることはない」
ーイシウス・ペランダス、骨董品コレクション、その48"
"A strong pair of legs may carry you far,
but a silver tongue and a few brutes
can take you to the edge of the world.","強靭な脚は遠くへ運んでくれるかもしれないが、
よく回る舌と数人の力自慢がいれば
世界の果てまで行くことができる。"
"Don't hesitate; bring death to all, conclusively and swiftly,
or they will give you the same treatment.","躊躇うな。全てに決定的に迅速に死を与えよ。
さもなくば彼らはお前に同じことをするだろう。"
"After the fires swept down from the sky and swallowed the city,
all that lingered, as if locked in time,
was a memory of that which was gone, a whisper of deeds undone.","空から炎が舞い降り街を飲み込むと、
まるで時が止まったように、残ったのは
失われたものの記憶、なかったことにされた偉業の囁きだけだった。"
"A sharp and heavy beat,
discorded, out of tune,
when you hear it on the wind,
you know death will follow soon.","鋭く重い拍子、
音の外れた不協和音、
風が運ぶそれを聞いたなら
すぐに死がやってくる。"
"Whiff of cold, tiny spark, faintest flicker in the dark.
Embers swirl, ice takes form, sky exposed - Death's perfect storm.
Frost and thunder, flames shine bright, ruin walks the land tonight.
By your hand they dance and bend, wield them and brook no end.","一吹きの冷風、小さな火花、暗闇の中にちらつく光。
渦巻く残り火、生まれし氷、現れし空ー死の完全なる嵐。
霜と雷、炎が光る、今宵は破滅が地を歩く。
其方の手で踊っては曲がる、その力に終わりを許すな。"
"To discover how cruel nature can be,
you need only shake the wrong branch.","自然の残酷さを知りたくば、
揺らしてはいけない枝を揺らすだけでいい。"
Some things must die so that others can live.,他が生きられるよう死なねばならぬものもある。
"""He does not love. He does not feel regret or remorse.
He does not think about consequences, only possibilities.
If that does not describe a monster, tell me: what does?""
- Archbishop Geofri","「彼は愛さない。彼は反省も後悔も感じない。
彼は結果のことを考えぬ。可能性のことだけだ。
それが怪物でないというなら、教えてくれ。何が怪物なのだ？」
ー大司教ジェフリ"
"Ask any tracker and they'll tell you:
the most dangerous animals
are the ones who don't bother to hide.","追跡者は皆言うだろう
最も危険な獣は
隠れるまでもないものたちだ。"
"""Decomposition takes hold too quickly!
No, if we are to keep the specimen in perfect shape,
we must begin the process before expiry.""","「腐敗が早すぎる！
否、標本を完全な状態に保つのであれば、
腐り始める前に処理を開始しなければならない」"
"""Nothing is more natural than competition.
One feasts, another starves.
One blossoms, another withers.
And one cannot catch the golden sunlight
without casting a bitter shadow.""
- Cadiro Perandus","「競争ほど自然なものはない。
一人が食い、一人が飢える。
一人が開花し、一人が萎れる。
そして苦い影を落とさずに
黄金の陽光を浴びることはできない」
ーカディーロ・ペランダス"
"""There seems to be some innate relationship between the forces of
chaos and cold. Perhaps we should consult an occultist.""","「混沌と冷気の力の間には本質的な関係があるようだ。
オカルティストに相談すべきかもしれない」"
"Though the path we walk is the same,
each journey is different.","我らが歩む道は同じだが、
それぞれの旅は異なる。"
"""Prototype #56 was deemed safe, but judging by Administrator Qotra's new hustle
and improved ability to micromanage us, I'm not so sure.""
- Researcher Graven","「プロトタイプ56号は安全とされたが、管理者クォトラが新たに我々を細かく管理しようと
張り切っていることや、その能力が向上したことから、不安になってきた」
ー研究者グレイヴン"
"You do not cease to be when you die
any more than the caterpillar ceases to be when it cocoons.
Come, let me show you.","芋虫が蛹となったときに存在がなくなるわけではないのと同様に
君が死んだ時に存在がなくなるわけではない。
さあ、見せてあげよう。"
"""Prototype #73 is a near perfect opposite of the original. Perhaps our failures
are due to some unknown polarity we have yet to discover.""","「プロトタイプ73号はオリジナルの完全なる対だ。
我らの失敗は未だ発見されていない知られざる極性によるものなのかもしれぬ」"
"The impediments of flesh are weak.
The air we breathe knows no such boundaries.
I exhale, and you inhale,
and inexorably we inch towards oneness.","肉体には脆弱な制限がある。
我らの吸う空気はそのような境界を持たない。
私が吐き、其方が吸い、
確実に我らは一つに近づいていく。"
"Feed a beast and it will not hunt.
Protect it and it will not fight.
Ferocity must be learned, not taught.
It is suffering that forges the greatest warriors.","獣に餌を与えれば狩りをやめる。
守れば戦うことをやめる。
獰猛さは教えるのではなく、学ばせなばならない。
苦しみこそが最強の戦士を鍛えるのだ。"
"He took me by my hand, promised me power beyond compare.
But I did not do it for power.
I did it for love.
And I'd do it again in an instant.","彼は我が手を取り、比類なき力を約束した。
だが私は力のためにやったのではない。
愛のためにやったのだ。
そしていくらでも繰り返すだろう。"
What man does not wish for immortality?,不老不死を求めぬ者などいるものか。
"Whispered memory,
A shimmer in the darkness.
Forgotten no more.","囁かれた記憶、
暗闇の中の輝き。
もう忘れられてはおらず。"
"Though flesh may decay, and bones turn to dust, the spirit fades not.
Floundering eternal in pools of tranquil dark.","肉は朽ち、骨が塵と化しても、魂は消えない。
静寂な闇の池で永遠にもがき続けるのだ。"
"Ambition followed progress,
Vanity followed passion,
Hubris followed intellect...
And silence followed all.","野望は進歩に続き、
見栄は熱情に続き、
傲慢は知性に続いた...
そして静寂が全てに続いた。"
"I have already lost more
than you shall ever possess.","これまでにお前が得たものよりも多くを
私は失ったのだ。"
"That which could not be digested
remains lost within, the buried remnants
of whole cultures, of entire worlds.","消化しきれなかったものの残骸が
内に残っている。
埋もれた文化や世界の残骸が。"
"Champions of her collection may take what
they wish, so long as they use it to entertain her...","彼女のコレクションのチャンピオンは望むものはすべて手に入れられる、
彼女を楽しませるために使う限りは..."
"Minds are not the only thing
the Cleansing Fire keeps eternal...","クレンジングファイヤーが永遠に持ち続けるのは
心だけではない..."
"There is a place, a state of being,
where all that you love forgets you.","この場、この状態では、
お前が愛するものは誰でもお前のことを覚えていない。"
"Step into the inner sanctum of the minds of old
Enter a realm untouched even by starlight
Through transcendence, bend reality to your will.","古き者の心の奥底に踏み込んでみよ。
星の光さえ届かない領域へ、
超越によって、現実を意のままに曲げよ。"
A great Silence falls...,大いなる静寂が訪れる...
